campaign_id,campaign_name,campaign_budget_total,campaign_budget_daily,campaign_budget_limiter_type,campaign_is_active,campaign_start_date,campaign_end_date,offer_name,offer_active,offer_bid,ad_title,ad_desc,ad_display,ad_destination_url,countries,states,cities,dma,zips
,198958 - OSU School of Cosmetology - HQ,3.85,5,EVENLY,0,6/22/22,7/1/22,198958 - OSU School of Cosmetology - HQ,0,0.01,Salon Schools Group,Ready For A Fresh Start?,xo.engine.adglare.net/?470503374,https://xo.engine.adglare.net/?470503374,us,,,535,
